Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MEAN_INTENSITY01,MEAN_INTENSITY02,MEAN_INTENSITY03,MEAN_INTENSITY04,MEAN_INTENSITY05,MEAN_INTENSITY06,MEAN_INTENSITY07,MEAN_INTENSITY08,MEAN_INTENSITY09,MEAN_INTENSITY10,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID1940,1940,0,-1,3.16928,2.67765,2.6,0,0,0.39269,1,498.09091,321.42149,2694.31405,None,None,None,None,None,None,None,-10921639,498.09091,459,80,1400,60269,282.83723,1.41359,0.17301,0.51948
ID2116,2116,1,-1,3.49411,3.02003,2,0,0,0.39269,1,455.81818,289.63636,2384.99174,None,None,None,None,None,None,None,-10921639,455.81818,393,103,1195,55154,268.21319,1.00169,0.21386,0.59883
ID1937,1937,0,-1,3.16928,2.66009,2.6,62.7644,1,0.39269,1,568.82645,283.07438,2348.13223,None,None,None,None,None,None,None,-10921639,568.82645,517,82,1494,68828,323.26498,1.25223,0.14711,0.45133
ID2110,2110,1,-1,3.51167,2.9937,2,62.7644,1,0.39269,1,503.65289,201.93388,1539.61157,None,None,None,None,None,None,None,-10921639,503.65289,414,44,1432,60942,326.04748,1.0046,0.19836,0.51139
ID2104,2104,1,-1,3.538,2.95858,2,125.5288,2,0.39269,1,712.63636,220.64463,1598.19008,None,None,None,None,None,None,None,-10921639,712.63636,633,114,1651,86229,416.01456,1.27353,0.24707,0.67876
ID1931,1931,0,-1,3.16928,2.65131,2.6,125.5288,2,0.39269,1,862.55372,322.27273,2572.98347,None,None,None,None,None,None,None,-10921639,862.55372,842,228,1724,104369,357.94571,1.00449,0.2497,0.96296
ID1925,1925,0,-1,3.16928,2.62497,2.6,188.2932,3,0.39269,1,817.09091,299.57851,2453.58678,None,None,None,None,None,None,None,-10921639,817.09091,786,122,1822,98868,400.2043,1.00291,0.2003,0.68141
ID2095,2095,1,-1,3.66969,2.75666,2,188.2932,3,0.39269,1,765.5124,122.23967,877.4876,None,None,None,None,None,None,None,-10921639,765.5124,672,174,1848,92627,416.67464,1.00381,0.25744,0.75227
ID2089,2089,1,-1,3.78382,2.65131,2.2,251.0576,4,0.39269,1,819.65289,117.39669,667.45455,None,None,None,None,None,None,None,-10921639,819.65289,743,137,1709,99178,422.87937,1.00664,0.22908,0.72251
ID1918,1918,0,-1,3.18684,2.5284,2.6,251.0576,4,0.39269,1,875.03306,249.24793,1841.98347,None,None,None,None,None,None,None,-10921639,875.03306,840,199,1736,105879,415.64069,1.00366,0.19807,0.6961
ID2083,2083,1,-1,4.06475,2.5723,2.4,313.822,5,0.39269,1,637.97521,89.66116,450.58678,None,None,None,None,None,None,None,-10921639,637.97521,500,115,1818,77195,437.06394,1.49223,0.11416,0.29914
ID1679,1679,0,-1,3.3712,2.25625,2.6,313.822,5,0.39269,1,662.94215,114.7438,608.24793,None,None,None,None,None,None,None,-10921639,662.94215,619,132,1818,80216,388.64852,1.49223,0.1113,0.34168
ID2077,2077,1,-1,4.39836,2.4845,2.2,376.5864,6,0.39269,1,749.00826,79.7686,369.47107,None,None,None,None,None,None,None,-10921639,749.00826,686,162,1606,90630,390.59565,1.00285,0.23917,0.74022
