Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MEAN_INTENSITY01,MEAN_INTENSITY02,MEAN_INTENSITY03,MEAN_INTENSITY04,MEAN_INTENSITY05,MEAN_INTENSITY06,MEAN_INTENSITY07,MEAN_INTENSITY08,MEAN_INTENSITY09,MEAN_INTENSITY10,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID1605,1605,4,-1,4.86951,3.78089,5,0,0,0.39269,1,261.15702,148.24793,1368.07438,None,None,None,None,None,None,None,-10921639,261.15702,184,0,1137,31600,211.48093,1.33869,-0.05063,-0.13173
ID999,999,1,-1,2.97321,4.214,4.8,0,0,0.39269,1,393.28926,417.76033,4271.91736,None,None,None,None,None,None,None,-10921639,393.28926,404,12,789,47588,193.76044,1.31212,0.15229,0.53652
ID1675,1675,3,-1,4.55346,4.40129,3.8,0,0,0.39269,1,418.19008,104.52066,902.13223,None,None,None,None,None,None,None,-10921639,418.19008,346,40,1148,50601,265.74334,0.99557,0.22942,0.58732
ID764,764,0,-1,2.69228,3.03174,6.4,0,0,0.39269,1,507.6281,601.10744,4913.16529,None,None,None,None,None,None,None,-10921639,507.6281,444,68,1379,61423,282.24225,1.2622,0.14025,0.44244
ID1292,1292,2,-1,3.65213,4.54176,5.8,0,0,0.39269,1,409.98347,155.93388,1790.47934,None,None,None,None,None,None,None,-10921639,409.98347,315,0,1216,49608,288.20907,1.30592,0.10995,0.28182
ID996,996,1,-1,2.92639,4.26082,4.8,62.7644,1,0.39269,1,521.85124,428.26446,4312.91736,None,None,None,None,None,None,None,-10921639,521.85124,499,101,1057,63144,211.4486,1.00551,0.17662,0.74092
ID758,758,0,-1,2.56352,3.04344,6.4,62.7644,1,0.39269,1,480.34711,446.45455,3600.54545,None,None,None,None,None,None,None,-10921639,480.34711,395,118,1297,58122,274.93829,1.25832,0.05685,0.18795
ID1286,1286,2,-1,3.62872,4.62369,5.8,62.7644,1,0.39269,1,377.2562,108.1405,1195.17355,None,None,None,None,None,None,None,-10921639,377.2562,255,17,1439,45648,303.33338,1.49223,0.02655,0.06433
ID1672,1672,3,-1,4.60028,4.33106,3.8,62.7644,1,0.39269,1,453.79339,92.20661,686.43802,None,None,None,None,None,None,None,-10921639,453.79339,377,100,1715,54909,301.7022,1.38973,0.20029,0.50198
ID1599,1599,4,-1,4.90463,3.76919,5,62.7644,1,0.39269,1,315.24793,147.86777,1405.69421,None,None,None,None,None,None,None,-10921639,315.24793,216,20,1135,38145,256.50508,1.49223,-0.05235,-0.13579
ID752,752,0,-1,2.56352,3.05515,6.4,125.5288,2,0.39269,1,627.90909,421.33058,3434.95868,None,None,None,None,None,None,None,-10921639,627.90909,519,166,1787,75977,356.71258,1.28913,0.09867,0.31619
ID1280,1280,2,-1,3.60531,4.65881,5.8,125.5288,2,0.39269,1,499.78512,116.2562,1119.33884,None,None,None,None,None,None,None,-10921639,499.78512,351,125,1502,60474,357.5892,1.34033,0.08698,0.22367
ID993,993,1,-1,2.96151,4.22571,4.8,125.5288,2,0.39269,1,625.7438,414.82645,4178.93388,None,None,None,None,None,None,None,-10921639,625.7438,652,120,1114,75715,247.65176,1.00415,0.17438,0.75035
ID1669,1669,3,-1,4.57687,4.38958,3.8,125.5288,2,0.39269,1,550.08264,94.90083,666.01653,None,None,None,None,None,None,None,-10921639,550.08264,444,131,1620,66560,333.59593,1.00408,0.22413,0.60383
ID1593,1593,4,-1,4.92804,3.73407,5,125.5288,2,0.39269,1,339.67769,142.13223,1324.92562,None,None,None,None,None,None,None,-10921639,339.67769,246,57,1206,41101,264.00604,1.49223,-0.04856,-0.13132
ID1586,1586,4,-1,4.99827,3.76919,5,188.2932,3,0.39269,1,258.77686,107.95041,785.46281,None,None,None,None,None,None,None,-10921639,258.77686,179,42,1059,31312,212.79597,1.49223,-0.14378,-0.40842
ID1666,1666,3,-1,4.57687,4.36617,3.8,188.2932,3,0.39269,1,672.31405,95.80992,687.91736,None,None,None,None,None,None,None,-10921639,672.31405,576,133,1969,81350,439.05649,1.00204,0.23795,0.58866
ID746,746,0,-1,2.61034,3.09027,6.4,188.2932,3,0.39269,1,961.73554,483.66116,4032.83471,None,None,None,None,None,None,None,-10921639,961.73554,892,245,2026,116370,422.12304,1.00324,0.19842,0.75445
ID1274,1274,2,-1,3.57019,4.70563,5.8,188.2932,3,0.39269,1,392.80165,78.8843,651.91736,None,None,None,None,None,None,None,-10921639,392.80165,293,90,1364,47529,297.30472,1.49223,-0.01729,-0.0465
ID990,990,1,-1,2.93809,4.24912,4.8,188.2932,3,0.39269,1,731.56198,387.19835,4050.76033,None,None,None,None,None,None,None,-10921639,731.56198,738,234,1148,88519,257.41892,1.00156,0.17838,0.86039
ID740,740,0,-1,2.46987,3.02003,6.4,251.0576,4,0.39269,1,877.12397,383.61983,3207.7686,None,None,None,None,None,None,None,-10921639,877.12397,838,244,1857,106132,406.97923,1.00078,0.18726,0.67987
ID1268,1268,2,-1,3.49996,4.85781,5.8,251.0576,4,0.39269,1,520.61983,68.15702,478.57025,None,None,None,None,None,None,None,-10921639,520.61983,428,80,1547,62995,351.43518,1.33919,0.10166,0.2734
ID987,987,1,-1,2.98492,4.23741,4.8,251.0576,4,0.39269,1,822.43802,413.54545,3926.94215,None,None,None,None,None,None,None,-10921639,822.43802,818,188,1425,99515,290.78448,1.00446,0.19066,0.90579
ID1579,1579,4,-1,5.04509,3.73407,5.2,251.0576,4,0.39269,1,329.70248,109.47934,842.38017,None,None,None,None,None,None,None,-10921639,329.70248,228,65,1229,39894,260.73184,1.49223,-0.08251,-0.22744
ID1660,1660,3,-1,4.57687,4.40129,3.8,251.0576,4,0.39269,1,805.42149,111.15702,714.26446,None,None,None,None,None,None,None,-10921639,805.42149,726,237,1979,97456,398.80325,0.99651,0.24686,0.7997
ID981,981,1,-1,2.97321,4.33106,4.8,313.822,5,0.39269,1,800.40496,292.08264,2925.75207,None,None,None,None,None,None,None,-10921639,800.40496,841,217,1378,96849,315.78594,1.00181,0.18284,0.7836
ID1657,1657,3,-1,4.62369,4.37788,3.8,313.822,5,0.39269,1,778.19835,98.4876,753.76033,None,None,None,None,None,None,None,-10921639,778.19835,709,299,1843,94162,320.67994,1.28259,0.18623,0.76194
ID1563,1563,4,-1,5.03339,3.72237,5.2,313.822,5,0.39269,1,403.31405,111.98347,913.49587,None,None,None,None,None,None,None,-10921639,403.31405,301,56,1403,48801,305.44307,1.49223,-0.05712,-0.15999
ID734,734,0,-1,2.21235,3.1605,6.4,313.822,5,0.39269,1,700.42149,251.3719,1889.02479,None,None,None,None,None,None,None,-10921639,700.42149,645,114,1638,84751,380.92685,1.00484,0.11837,0.38922
ID1262,1262,2,-1,3.40632,4.88122,6,313.822,5,0.39269,1,543.95041,74.07438,464.46281,None,None,None,None,None,None,None,-10921639,543.95041,446,119,1379,65818,331.18368,1.32613,0.13549,0.39197
ID978,978,1,-1,2.93809,4.20229,4.8,376.5864,6,0.39269,1,900.8843,331.38017,3339.96694,None,None,None,None,None,None,None,-10921639,900.8843,916,254,1475,109007,303.79297,1.00399,0.18368,0.92035
ID1556,1556,4,-1,5.00998,3.59361,5.2,376.5864,6,0.39269,1,362.58678,90.75207,785.7686,None,None,None,None,None,None,None,-10921639,362.58678,245,60,1373,43873,282.26069,1.49223,-0.10246,-0.29329
