Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MEAN_INTENSITY01,MEAN_INTENSITY02,MEAN_INTENSITY03,MEAN_INTENSITY04,MEAN_INTENSITY05,MEAN_INTENSITY06,MEAN_INTENSITY07,MEAN_INTENSITY08,MEAN_INTENSITY09,MEAN_INTENSITY10,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID165,165,0,-1,5.17971,3.73993,5,0,0,0.39269,1,583.06329,196.03797,4554.01266,None,None,None,None,None,None,None,-10921639,583.06329,552,216,1338,46062,242.5558,1.10178,0.1921,0.77473
ID161,161,0,-1,5.17971,3.65213,5,57.43335,1,0.39269,1,723.96203,149.03797,3200.18987,None,None,None,None,None,None,None,-10921639,723.96203,646,314,1389,57193,294.10924,1.10187,0.19238,0.79431
ID158,158,0,-1,5.17971,3.51167,5,114.86669,2,0.39269,1,799.63291,115.25316,2429.11392,None,None,None,None,None,None,None,-10921639,799.63291,768,337,1595,63171,333.41259,1.10034,0.22066,0.86709
ID155,155,0,-1,5.17971,3.21318,5,172.30004,3,0.39269,1,875.67089,73.64557,994.93671,None,None,None,None,None,None,None,-10921639,875.67089,763,316,1802,69178,413.54703,1.1039,0.19474,0.69029
ID149,149,0,-1,5.33773,3.19562,5,229.73338,4,0.39269,1,1117.21519,79.94937,876.72152,None,None,None,None,None,None,None,-10921639,1117.21519,1022,377,1987,88260,439.92522,1.10537,0.22462,0.93161
ID143,143,0,-1,4.91633,3.02003,5,287.16673,5,0.39269,1,1162.81013,65.55696,654.63291,None,None,None,None,None,None,None,-10921639,1162.81013,1057,439,2081,91862,440.73779,1.10238,0.278,1.14781
ID136,136,0,-1,5.33773,2.58108,5.5,344.60007,6,0.39269,1,1040.74684,78.37975,426.3038,None,None,None,None,None,None,None,-10921639,1040.74684,898,298,2704,82219,561.55152,1.10661,0.2687,0.78505
ID133,133,0,-1,5.49576,2.58108,5,402.03342,7,0.39269,1,1297.59494,75.8481,388.8481,None,None,None,None,None,None,None,-10921639,1297.59494,1191,527,2871,102510,533.41982,1.10167,0.24796,0.96666
ID130,130,0,-1,5.54843,2.5284,5,459.46677,8,0.39269,1,1423.03797,82.16456,375.79747,None,None,None,None,None,None,None,-10921639,1423.03797,1387,381,2828,112420,587.03747,1.10331,0.25732,0.99222
ID127,127,0,-1,5.60111,2.51084,5,516.90011,9,0.39269,1,1533.29114,79.70886,392.56962,None,None,None,None,None,None,None,-10921639,1533.29114,1501,429,3284,121130,646.51599,1.10249,0.28998,1.06626
ID124,124,0,-1,5.65378,2.33526,5,574.33346,10,0.39269,1,1499.39241,90.96203,366.39241,None,None,None,None,None,None,None,-10921639,1499.39241,1397,534,3328,118452,628.39481,1.10434,0.27088,1.01715
ID114,114,0,-1,5.60111,2.22991,5,631.7668,11,0.39269,1,1371.37975,84.29114,324.70886,None,None,None,None,None,None,None,-10921639,1371.37975,1266,428,3055,108339,652.11503,1.10767,0.23114,0.78965
ID0,0,0,-1,4.77587,2.107,4.5,689.20015,12,0.39269,1,1364.93671,93.31646,288.34177,None,None,None,None,None,None,None,-10921639,1364.93671,1153,468,3708,107830,770.10671,0.62831,0.23856,0.68277
ID173,173,0,-1,5.37285,1.96653,5.5,746.6335,13,0.39269,1,1382.55696,93.93671,310.03797,None,None,None,None,None,None,None,-10921639,1382.55696,1147,280,3360,109222,833.49668,1.10531,0.31409,0.79293
ID176,176,0,-1,5.44308,1.94898,5.5,804.06684,14,0.39269,1,1541.81013,87.29114,247.8481,None,None,None,None,None,None,None,-10921639,1541.81013,1397,415,3909,121803,763.02112,1.10253,0.34794,1.04318
ID179,179,0,-1,5.42553,2.15968,5.5,861.50019,15,0.39269,1,1560.21519,89.40506,240.05063,None,None,None,None,None,None,None,-10921639,1560.21519,1424,445,3422,123257,700.52295,1.10158,0.35949,1.17788
ID182,182,0,-1,5.44308,2.26503,6,918.93353,16,0.39269,1,1212.29114,103.07595,269.35443,None,None,None,None,None,None,None,-10921639,1212.29114,916,431,3219,95771,688.35419,1.10269,0.30947,0.83244
ID193,193,0,-1,5.24994,2.33526,5.5,976.36688,17,0.39269,1,1150.31646,95.70886,287.91139,None,None,None,None,None,None,None,-10921639,1150.31646,890,418,3140,90875,663.36094,1.25582,0.19464,0.56505
ID196,196,0,-1,5.19727,1.84363,6,1033.80022,18,0.39269,1,1161.60759,105.64557,191.32911,None,None,None,None,None,None,None,-10921639,1161.60759,955,263,2931,91767,699.75299,1.10405,0.32098,0.80673
ID199,199,0,-1,5.28506,1.86118,5.5,1091.23357,19,0.39269,1,1285.21519,105.29114,204.11392,None,None,None,None,None,None,None,-10921639,1285.21519,1167,317,3015,101532,690.80885,1.10297,0.30752,0.87512
ID202,202,0,-1,5.07436,1.80851,5.5,1148.66692,20,0.39269,1,1286.40506,109.22785,172.25316,None,None,None,None,None,None,None,-10921639,1286.40506,1133,374,2930,101626,709.80591,1.10333,0.30731,0.85205
ID205,205,0,-1,5.09192,1.79095,5.5,1206.10026,21,0.39269,1,1347.08861,98.40506,188.81013,None,None,None,None,None,None,None,-10921639,1347.08861,1072,297,3361,106420,802.45155,1.1022,0.33489,0.8423
