Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MEAN_INTENSITY01,MEAN_INTENSITY02,MEAN_INTENSITY03,MEAN_INTENSITY04,MEAN_INTENSITY05,MEAN_INTENSITY06,MEAN_INTENSITY07,MEAN_INTENSITY08,MEAN_INTENSITY09,MEAN_INTENSITY10,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID846,846,1,-1,9.446,6.274,9.500,308.124,11,0.393,1,1075.519,120.772,824.342,None,None,None,None,None,None,None,-10921639,1075.519,999,296,2121,84966,495.357,1.108,0.251,0.871
ID1121,1121,2,-1,7.597,6.075,6.000,336.136,12,0.393,1,1264.684,103.582,482.253,None,None,None,None,None,None,None,-10921639,1264.684,1244,422,2528,99910,607.190,1.092,0.042,0.167
ID565,565,0,-1,7.585,5.232,7.500,336.136,12,0.393,1,1187.316,112.456,562.430,None,None,None,None,None,None,None,-10921639,1187.316,1185,310,2287,93798,514.461,1.265,0.085,0.363
ID840,840,1,-1,9.236,6.344,10.000,336.136,12,0.393,1,989.582,86.722,588.127,None,None,None,None,None,None,None,-10921639,989.582,950,239,2171,78177,484.547,1.106,0.221,0.741
ID834,834,1,-1,9.154,6.403,10.000,364.147,13,0.393,1,1258.646,109.481,705.544,None,None,None,None,None,None,None,-10921639,1258.646,1278,456,2164,99433,430.843,1.106,0.281,1.281
ID1115,1115,2,-1,7.585,6.063,5.500,364.147,13,0.393,1,750.089,74.468,323.608,None,None,None,None,None,None,None,-10921639,750.089,533,239,1846,59257,485.707,1.093,-0.045,-0.146
ID559,559,0,-1,7.597,5.186,7.500,364.147,13,0.393,1,1270.494,95.595,514.759,None,None,None,None,None,None,None,-10921639,1270.494,1291,263,2632,100369,535.852,1.256,0.104,0.447
ID553,553,0,-1,7.456,5.197,7.000,392.158,14,0.393,1,1186.139,79.481,382.177,None,None,None,None,None,None,None,-10921639,1186.139,1154,341,2483,93705,527.254,1.254,0.070,0.293
ID828,828,1,-1,8.826,6.450,10.500,392.158,14,0.393,1,1182.291,96.342,523.025,None,None,None,None,None,None,None,-10921639,1182.291,1113,358,2300,93401,526.134,1.104,0.269,0.953
ID1101,1101,2,-1,7.456,6.052,5.500,392.158,14,0.393,1,963.139,75.987,307.886,None,None,None,None,None,None,None,-10921639,963.139,879,354,1976,76088,517.325,1.092,-0.004,-0.016
ID822,822,1,-1,8.475,6.532,10.500,420.169,15,0.393,1,1324.975,104.671,607.354,None,None,None,None,None,None,None,-10921639,1324.975,1358,442,2260,104673,493.693,1.105,0.251,1.077
ID1095,1095,2,-1,7.328,6.192,5.500,420.169,15,0.393,1,1211.152,73.633,302.342,None,None,None,None,None,None,None,-10921639,1211.152,1223,402,2417,95681,593.789,1.090,0.009,0.035
ID380,380,0,-1,7.316,5.197,7.000,420.169,15,0.393,1,1222.582,77.962,373.089,None,None,None,None,None,None,None,-10921639,1222.582,1198,352,2564,96584,491.969,1.431,0.074,0.344
ID816,816,1,-1,8.264,6.602,11.000,448.181,16,0.393,1,1190.468,86.253,417.696,None,None,None,None,None,None,None,-10921639,1190.468,1051,345,2529,94047,627.689,1.105,0.261,0.785
ID1089,1089,2,-1,7.117,6.122,5.500,448.181,16,0.393,1,1200.532,80.468,266.671,None,None,None,None,None,None,None,-10921639,1200.532,1189,372,2281,94842,580.824,1.087,0.012,0.049
ID386,386,0,-1,7.234,5.256,7.000,448.181,16,0.393,1,1190.000,80.481,332.013,None,None,None,None,None,None,None,-10921639,1190.000,1111,458,2295,94010,418.369,1.262,0.080,0.424
ID392,392,0,-1,7.047,5.303,7.000,476.192,17,0.393,1,1478.456,75.076,323.405,None,None,None,None,None,None,None,-10921639,1478.456,1415,481,3080,116798,544.788,1.259,0.087,0.436
ID810,810,1,-1,7.901,6.649,11.000,476.192,17,0.393,1,1397.899,112.519,519.646,None,None,None,None,None,None,None,-10921639,1397.899,1370,473,2376,110434,552.782,1.104,0.294,1.149
ID1083,1083,2,-1,7.023,6.181,5.000,476.192,17,0.393,1,619.013,70.430,231.709,None,None,None,None,None,None,None,-10921639,619.013,473,272,1401,48902,333.431,1.087,-0.072,-0.286
ID804,804,1,-1,7.796,6.789,11.000,504.203,18,0.393,1,1289.013,107.177,529.481,None,None,None,None,None,None,None,-10921639,1289.013,1251,450,2191,101832,511.179,1.105,0.269,1.069
ID918,918,2,-1,7.000,6.192,5.000,504.203,18,0.393,1,609.747,66.532,216.430,None,None,None,None,None,None,None,-10921639,609.747,463,276,1341,48170,334.929,1.091,-0.061,-0.236
ID398,398,0,-1,7.012,5.338,7.000,504.203,18,0.393,1,1327.063,69.899,299.304,None,None,None,None,None,None,None,-10921639,1327.063,1246,527,2935,104838,501.261,1.447,0.064,0.317
ID404,404,0,-1,7.000,5.326,7.000,532.215,19,0.393,1,1397.595,86.797,310.595,None,None,None,None,None,None,None,-10921639,1397.595,1340,632,2853,110410,459.318,1.261,0.068,0.390
ID925,925,2,-1,6.988,6.192,5.000,532.215,19,0.393,1,653.633,76.861,217.494,None,None,None,None,None,None,None,-10921639,653.633,508,284,1473,51637,383.005,1.092,-0.059,-0.213
ID798,798,1,-1,7.655,6.871,11.000,532.215,19,0.393,1,1193.861,103.734,526.949,None,None,None,None,None,None,None,-10921639,1193.861,1212,371,2109,94315,488.364,1.108,0.243,0.955
ID931,931,2,-1,6.754,6.075,5.000,560.226,20,0.393,1,620.152,62.342,197.127,None,None,None,None,None,None,None,-10921639,620.152,491,282,1531,48992,363.724,1.090,-0.064,-0.235
ID792,792,1,-1,7.339,6.871,11.000,560.226,20,0.393,1,1231.241,95.810,510.975,None,None,None,None,None,None,None,-10921639,1231.241,1248,510,2027,97268,403.381,1.104,0.244,1.197
ID410,410,0,-1,6.883,5.268,7.000,560.226,20,0.393,1,1555.089,76.835,304.101,None,None,None,None,None,None,None,-10921639,1555.089,1512,768,2879,122852,481.811,1.259,0.086,0.510
ID416,416,0,-1,6.965,4.916,7.000,588.237,21,0.393,1,1752.494,69.582,259.114,None,None,None,None,None,None,None,-10921639,1752.494,1678,997,3017,138447,477.772,1.254,0.084,0.567
ID786,786,1,-1,7.070,7.105,10.000,588.237,21,0.393,1,586.532,80.658,476.000,None,None,None,None,None,None,None,-10921639,586.532,466,221,1694,46336,325.102,1.492,-0.010,-0.035
ID938,938,2,-1,6.988,5.537,4.500,588.237,21,0.393,1,691.835,69.899,192.759,None,None,None,None,None,None,None,-10921639,691.835,490,260,1837,54655,454.002,1.094,-0.035,-0.112
ID944,944,2,-1,6.977,5.209,4.500,616.248,22,0.393,1,569.405,61.646,201.063,None,None,None,None,None,None,None,-10921639,569.405,468,261,1286,44983,296.403,1.092,-0.037,-0.146
ID422,422,0,-1,7.023,4.729,7.000,616.248,22,0.393,1,1575.203,73.101,275.506,None,None,None,None,None,None,None,-10921639,1575.203,1509,975,2580,124441,426.103,1.256,0.101,0.677
ID780,780,1,-1,6.871,7.058,10.000,616.248,22,0.393,1,1231.177,80.215,475.481,None,None,None,None,None,None,None,-10921639,1231.177,1253,581,1741,97263,296.854,1.107,0.230,1.552
ID774,774,1,-1,6.660,7.129,10.000,644.260,23,0.393,1,1107.063,73.329,388.582,None,None,None,None,None,None,None,-10921639,1107.063,1089,391,1929,87458,372.036,1.104,0.203,1.003
ID950,950,2,-1,6.778,5.221,4.500,644.260,23,0.393,1,539.354,61.759,195.316,None,None,None,None,None,None,None,-10921639,539.354,479,173,1261,42609,262.391,0.079,-0.068,-0.302
ID428,428,0,-1,6.953,4.717,6.500,644.260,23,0.393,1,1366.190,70.924,255.810,None,None,None,None,None,None,None,-10921639,1366.190,1346,547,2451,107929,462.116,1.105,0.077,0.422
ID768,768,1,-1,6.579,7.105,10.000,672.271,24,0.393,1,1097.089,78.810,374.722,None,None,None,None,None,None,None,-10921639,1097.089,1031,364,2005,86670,438.108,1.104,0.195,0.819
ID434,434,0,-1,6.859,4.752,6.500,672.271,24,0.393,1,1470.177,78.418,272.190,None,None,None,None,None,None,None,-10921639,1470.177,1424,624,2745,116144,503.955,1.267,0.075,0.407
ID956,956,2,-1,6.754,5.221,4.500,672.271,24,0.393,1,608.899,73.177,188.089,None,None,None,None,None,None,None,-10921639,608.899,534,218,1470,48103,326.091,0.079,-0.072,-0.291
ID962,962,2,-1,6.696,5.221,4.500,700.282,25,0.393,1,674.253,54.899,181.494,None,None,None,None,None,None,None,-10921639,674.253,573,214,1661,53266,357.266,0.079,-0.062,-0.248
ID440,440,0,-1,6.813,4.717,6.500,700.282,25,0.393,1,1454.038,63.797,256.316,None,None,None,None,None,None,None,-10921639,1454.038,1446,633,2589,114869,442.294,1.263,0.087,0.525
ID762,762,1,-1,6.438,7.269,10.000,700.282,25,0.393,1,956.392,62.241,309.696,None,None,None,None,None,None,None,-10921639,956.392,832,293,2022,75555,449.355,1.106,0.185,0.665
ID756,756,1,-1,6.368,7.152,10.000,728.294,26,0.393,1,1122.873,63.228,281.456,None,None,None,None,None,None,None,-10921639,1122.873,1030,407,2077,88707,439.333,1.105,0.229,0.953
ID968,968,2,-1,6.649,5.139,4.500,728.294,26,0.393,1,758.709,59.380,177.911,None,None,None,None,None,None,None,-10921639,758.709,683,214,1876,59938,428.306,0.079,-0.064,-0.244
ID443,443,0,-1,6.754,4.659,6.500,728.294,26,0.393,1,1437.633,68.734,265.519,None,None,None,None,None,None,None,-10921639,1437.633,1424,439,2554,113573,519.070,1.261,0.096,0.485
ID449,449,0,-1,6.731,4.600,6.500,756.305,27,0.393,1,1544.532,69.316,255.595,None,None,None,None,None,None,None,-10921639,1544.532,1507,588,2799,122018,501.381,1.264,0.111,0.616
ID750,750,1,-1,6.251,7.070,10.000,756.305,27,0.393,1,1178.595,69.810,299.684,None,None,None,None,None,None,None,-10921639,1178.595,1097,476,2079,93109,460.691,1.105,0.226,0.943
ID974,974,2,-1,6.543,5.080,4.500,756.305,27,0.393,1,689.291,62.481,168.646,None,None,None,None,None,None,None,-10921639,689.291,604,240,1747,54454,356.005,0.079,-0.080,-0.335
ID980,980,2,-1,6.508,5.127,4.000,784.316,28,0.393,1,525.101,61.671,175.975,None,None,None,None,None,None,None,-10921639,525.101,423,185,1384,41483,305.051,0.079,-0.093,-0.352
ID455,455,0,-1,6.719,4.659,6.000,784.316,28,0.393,1,1317.063,80.342,276.633,None,None,None,None,None,None,None,-10921639,1317.063,1299,415,2618,104048,547.971,1.263,0.071,0.319
ID744,744,1,-1,6.145,6.941,9.500,784.316,28,0.393,1,1480.620,72.316,264.291,None,None,None,None,None,None,None,-10921639,1480.620,1505,771,2229,116969,415.454,1.109,0.241,1.385
ID738,738,1,-1,6.298,6.461,10.000,812.328,29,0.393,1,581.924,71.228,327.342,None,None,None,None,None,None,None,-10921639,581.924,498,187,1469,45972,269.114,1.343,-0.022,-0.098
ID986,986,2,-1,6.415,4.998,4.000,812.328,29,0.393,1,599.608,55.570,162.266,None,None,None,None,None,None,None,-10921639,599.608,575,242,1455,47369,298.835,0.079,-0.048,-0.200
ID461,461,0,-1,6.660,4.530,6.000,812.328,29,0.393,1,1186.848,74.722,262.063,None,None,None,None,None,None,None,-10921639,1186.848,1156,361,2184,93761,503.977,1.263,0.089,0.386
ID992,992,2,-1,6.368,5.104,3.500,840.339,30,0.393,1,416.987,56.835,151.228,None,None,None,None,None,None,None,-10921639,416.987,366,156,903,32942,189.214,0.079,-0.073,-0.348
ID467,467,0,-1,6.637,4.495,6.000,840.339,30,0.393,1,1292.025,77.316,259.481,None,None,None,None,None,None,None,-10921639,1292.025,1259,317,2464,102070,476.450,1.421,0.082,0.409
ID643,643,1,-1,6.028,6.543,9.500,840.339,30,0.393,1,1542.342,70.734,266.810,None,None,None,None,None,None,None,-10921639,1542.342,1452,634,2489,121845,487.202,1.105,0.280,1.384
ID998,998,2,-1,6.660,4.729,3.500,868.350,31,0.393,1,486.000,66.557,146.709,None,None,None,None,None,None,None,-10921639,486.000,408,182,1297,38394,241.060,1.084,-0.063,-0.272
ID473,473,0,-1,6.941,4.273,6.000,868.350,31,0.393,1,1431.392,78.608,256.861,None,None,None,None,None,None,None,-10921639,1431.392,1361,568,2562,113080,466.256,1.448,0.090,0.507
ID650,650,1,-1,6.157,6.227,9.500,868.350,31,0.393,1,1512.873,68.810,271.734,None,None,None,None,None,None,None,-10921639,1512.873,1437,521,2655,119517,592.124,1.104,0.276,1.106
ID656,656,1,-1,5.935,6.321,9.500,896.361,32,0.393,1,1321.316,77.152,262.772,None,None,None,None,None,None,None,-10921639,1321.316,1269,501,2450,104384,506.331,1.105,0.254,1.059
ID1004,1004,2,-1,6.461,4.788,3.500,896.361,32,0.393,1,506.443,55.177,149.759,None,None,None,None,None,None,None,-10921639,506.443,461,204,1279,40009,222.489,0.079,-0.061,-0.296
ID479,479,0,-1,6.813,4.366,5.500,896.361,32,0.393,1,1219.848,73.873,259.038,None,None,None,None,None,None,None,-10921639,1219.848,1178,364,2218,96368,480.803,1.262,0.081,0.378
ID1010,1010,2,-1,6.625,4.682,3.000,924.373,33,0.393,1,448.291,47.253,147.000,None,None,None,None,None,None,None,-10921639,448.291,384,126,1025,35415,193.587,1.091,-0.029,-0.136
ID485,485,0,-1,6.883,4.109,5.500,924.373,33,0.393,1,1299.228,69.215,246.797,None,None,None,None,None,None,None,-10921639,1299.228,1226,401,2261,102639,471.631,1.258,0.109,0.541
ID662,662,1,-1,6.052,6.251,9.000,924.373,33,0.393,1,1345.215,72.608,212.797,None,None,None,None,None,None,None,-10921639,1345.215,1327,412,2472,106272,559.318,1.104,0.251,0.966
ID1016,1016,2,-1,6.497,4.811,3.000,952.384,34,0.393,1,441.278,51.494,140.025,None,None,None,None,None,None,None,-10921639,441.278,368,139,1052,34861,198.166,1.093,-0.034,-0.156
ID492,492,0,-1,6.754,4.226,5.500,952.384,34,0.393,1,1257.696,76.278,243.962,None,None,None,None,None,None,None,-10921639,1257.696,1211,340,2563,99358,475.758,1.256,0.089,0.431
ID668,668,1,-1,5.970,6.227,9.000,952.384,34,0.393,1,1530.734,65.253,222.278,None,None,None,None,None,None,None,-10921639,1530.734,1497,725,2396,120928,431.211,1.104,0.260,1.463
ID498,498,0,-1,6.754,4.226,5.500,980.395,35,0.393,1,1330.266,73.253,239.532,None,None,None,None,None,None,None,-10921639,1330.266,1260,430,2435,105091,487.904,1.255,0.092,0.461
ID677,677,1,-1,5.970,6.181,9.000,980.395,35,0.393,1,1495.582,66.734,215.152,None,None,None,None,None,None,None,-10921639,1495.582,1431,744,2377,118151,439.341,1.106,0.257,1.394
ID1022,1022,2,-1,6.403,4.694,3.500,980.395,35,0.393,1,645.772,59.544,152.962,None,None,None,None,None,None,None,-10921639,645.772,554,233,1599,51016,326.646,0.079,-0.052,-0.215
ID1028,1028,2,-1,6.438,4.951,3.000,1008.407,36,0.393,1,407.051,63.975,132.987,None,None,None,None,None,None,None,-10921639,407.051,358,172,1036,32157,197.670,1.097,-0.021,-0.089
ID504,504,0,-1,6.344,4.507,5.500,1008.407,36,0.393,1,1445.000,78.354,244.468,None,None,None,None,None,None,None,-10921639,1445.000,1379,496,2731,114155,535.871,1.260,0.113,0.548
ID683,683,1,-1,5.958,6.707,9.000,1008.407,36,0.393,1,967.886,55.975,203.215,None,None,None,None,None,None,None,-10921639,967.886,828,273,2443,76463,552.012,1.257,0.108,0.341
ID689,689,1,-1,5.736,6.485,8.500,1036.418,37,0.393,1,368.278,43.532,213.278,None,None,None,None,None,None,None,-10921639,368.278,363,206,611,29094,96.062,0.079,-0.049,-0.392
ID1034,1034,2,-1,6.824,6.028,2.000,1036.418,37,0.393,1,461.405,55.430,134.177,None,None,None,None,None,None,None,-10921639,461.405,380,245,1090,36451,211.832,1.093,-0.020,-0.089
ID507,507,0,-1,6.614,5.197,4.500,1036.418,37,0.393,1,861.051,63.494,227.722,None,None,None,None,None,None,None,-10921639,861.051,729,185,2152,68023,523.522,1.441,0.019,0.062
ID1040,1040,2,-1,6.859,6.040,2.000,1064.429,38,0.393,1,396.253,63.570,138.506,None,None,None,None,None,None,None,-10921639,396.253,346,226,683,31304,125.644,1.090,-0.033,-0.217
ID513,513,0,-1,6.719,5.092,4.500,1064.429,38,0.393,1,1403.051,74.620,233.253,None,None,None,None,None,None,None,-10921639,1403.051,1346,542,2600,110841,485.976,1.257,0.075,0.404
ID695,695,1,-1,5.900,6.192,8.500,1064.429,38,0.393,1,1415.962,59.215,232.987,None,None,None,None,None,None,None,-10921639,1415.962,1367,752,2156,111861,380.974,1.106,0.231,1.397
ID1046,1046,2,-1,6.754,6.754,2.000,1092.440,39,0.393,1,410.620,57.734,123.291,None,None,None,None,None,None,None,-10921639,410.620,351,226,728,32439,157.902,1.094,-0.023,-0.124
ID519,519,0,-1,6.356,5.502,4.500,1092.440,39,0.393,1,1206.241,79.671,214.165,None,None,None,None,None,None,None,-10921639,1206.241,1154,322,2455,95293,509.709,1.492,0.077,0.339
ID701,701,1,-1,5.829,6.789,8.500,1092.440,39,0.393,1,1370.405,60.899,212.506,None,None,None,None,None,None,None,-10921639,1370.405,1351,726,2021,108262,364.689,1.108,0.228,1.398
ID707,707,1,-1,5.771,7.152,8.500,1120.452,40,0.393,1,1113.367,66.329,197.380,None,None,None,None,None,None,None,-10921639,1113.367,1075,353,2089,87956,454.973,1.108,0.154,0.653
ID1052,1052,2,-1,6.859,6.660,2.000,1120.452,40,0.393,1,448.747,71.203,129.975,None,None,None,None,None,None,None,-10921639,448.747,409,234,748,35451,142.311,1.330,-0.020,-0.132
ID525,525,0,-1,6.145,5.268,4.500,1120.452,40,0.393,1,1012.101,75.848,211.316,None,None,None,None,None,None,None,-10921639,1012.101,924,222,2322,79956,585.679,1.492,0.028,0.093
ID1058,1058,2,-1,6.731,6.965,2.000,1148.463,41,0.393,1,398.025,58.456,123.671,None,None,None,None,None,None,None,-10921639,398.025,353,212,669,31444,125.122,1.087,-0.019,-0.124
ID531,531,0,-1,5.911,5.490,4.500,1148.463,41,0.393,1,1656.595,74.658,214.671,None,None,None,None,None,None,None,-10921639,1656.595,1580,626,3195,130871,589.012,1.492,0.099,0.507
ID713,713,1,-1,5.665,7.140,8.500,1148.463,41,0.393,1,1240.291,58.291,203.354,None,None,None,None,None,None,None,-10921639,1240.291,1236,382,2250,97983,519.548,1.106,0.177,0.720
ID534,534,0,-1,6.274,5.396,4.500,1176.474,42,0.393,1,830.772,67.544,219.456,None,None,None,None,None,None,None,-10921639,830.772,741,276,1987,65631,395.645,1.432,-0.004,-0.015
ID1064,1064,2,-1,6.707,6.801,2.500,1176.474,42,0.393,1,552.468,65.468,123.177,None,None,None,None,None,None,None,-10921639,552.468,498,280,1027,43645,203.436,1.095,-0.025,-0.141
ID719,719,1,-1,5.630,6.766,8.500,1176.474,42,0.393,1,1254.747,65.911,215.987,None,None,None,None,None,None,None,-10921639,1254.747,1209,595,2037,99125,388.148,1.274,0.152,0.852
ID725,725,1,-1,5.525,5.747,8.500,1204.486,43,0.393,1,715.152,70.899,199.000,None,None,None,None,None,None,None,-10921639,715.152,624,289,1772,56497,343.799,1.444,0.128,0.471
ID540,540,0,-1,6.988,4.893,4.500,1204.486,43,0.393,1,1338.886,63.646,210.684,None,None,None,None,None,None,None,-10921639,1338.886,1229,611,2610,105772,477.469,1.250,0.097,0.496
ID1070,1070,2,-1,7.632,6.333,1.500,1204.486,43,0.393,1,378.608,53.595,131.747,None,None,None,None,None,None,None,-10921639,378.608,364,164,693,29910,105.679,1.088,0.022,0.152
ID546,546,0,-1,5.736,6.543,5.000,1232.497,44,0.393,1,1334.139,61.962,206.051,None,None,None,None,None,None,None,-10921639,1334.139,1242,491,2877,105397,579.662,1.262,0.094,0.395
ID1076,1076,2,-1,7.585,6.356,2.500,1232.497,44,0.393,1,154.342,58.228,85.620,None,None,None,None,None,None,None,-10921639,154.342,159,86,231,12193,31.583,1.258,0.039,0.364
ID731,731,1,-1,4.483,8.053,5.500,1232.497,44,0.393,1,1324.152,45.481,116.658,None,None,None,None,None,None,None,-10921639,1324.152,1174,295,4182,104608,832.002,1.449,0.095,0.276
