Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MEAN_INTENSITY01,MEAN_INTENSITY02,MEAN_INTENSITY03,MEAN_INTENSITY04,MEAN_INTENSITY05,MEAN_INTENSITY06,MEAN_INTENSITY07,MEAN_INTENSITY08,MEAN_INTENSITY09,MEAN_INTENSITY10,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID626,626,0,-1,2.98492,5.09192,3.50000,0.00000,0,0.39269,1,202.91139,272.96203,3167.63291,None,None,None,None,None,None,None,-10921639,202.91139,189,13,491,16030,103.14965,1.33451,0.11538,0.40699
ID620,620,0,-1,2.96736,5.09192,3.50000,30.76114,1,0.39269,1,201.05063,253.27848,2998.48101,None,None,None,None,None,None,None,-10921639,201.05063,175,11,595,15883,109.60476,1.49223,0.12004,0.39319
ID614,614,0,-1,2.98492,5.05680,3.50000,61.52228,2,0.39269,1,213.69620,276.39241,2949.83544,None,None,None,None,None,None,None,-10921639,213.69620,199,28,438,16882,85.91623,1.33392,0.12564,0.55524
ID605,605,0,-1,2.96736,5.05680,3.50000,92.28342,3,0.39269,1,206.16456,288.36709,2954.74684,None,None,None,None,None,None,None,-10921639,206.16456,178,33,517,16287,95.87484,1.49223,0.10924,0.42353
ID599,599,0,-1,2.91468,5.03924,3.50000,123.04456,4,0.39269,1,207.69620,281.63291,2897.03797,None,None,None,None,None,None,None,-10921639,207.69620,202,38,404,16408,87.42944,1.27329,0.15630,0.64224
ID593,593,0,-1,2.94980,5.07436,3.50000,153.80570,5,0.39269,1,205.07595,288.84810,2850.79747,None,None,None,None,None,None,None,-10921639,205.07595,189,11,490,16201,106.25849,1.20612,0.12867,0.44003
ID587,587,0,-1,2.94980,5.09192,3.50000,184.56684,6,0.39269,1,213.16456,300.72152,2732.63291,None,None,None,None,None,None,None,-10921639,213.16456,201,54,424,16840,78.39045,1.11150,0.14169,0.67494
ID580,580,0,-1,2.84445,5.07436,3.50000,215.32799,7,0.39269,1,185.21519,301.12658,2745.67089,None,None,None,None,None,None,None,-10921639,185.21519,162,42,498,14632,88.15875,1.09931,0.13541,0.50112
ID574,574,0,-1,2.91468,5.09192,3.50000,246.08913,8,0.39269,1,197.31646,280.69620,2681.89873,None,None,None,None,None,None,None,-10921639,197.31646,189,31,395,15588,80.83214,1.10823,0.14506,0.61850
ID568,568,0,-1,2.87957,5.05680,3.50000,276.85027,9,0.39269,1,210.88608,279.94937,2702.44304,None,None,None,None,None,None,None,-10921639,210.88608,205,75,447,16660,75.84566,1.10290,0.15283,0.73719
