Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MEAN_INTENSITY01,MEAN_INTENSITY02,MEAN_INTENSITY03,MEAN_INTENSITY04,MEAN_INTENSITY05,MEAN_INTENSITY06,MEAN_INTENSITY07,MEAN_INTENSITY08,MEAN_INTENSITY09,MEAN_INTENSITY10,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID424,424,1,-1,3.49411,6.61949,2.20000,815.93721,13,0.39269,1,236.43802,53.66116,186.04132,None,None,None,None,None,None,None,-10921639,236.43802,176,63,862,28609,168.28141,1.33769,0.09767,0.25003
ID222,222,0,-1,5.00413,4.17888,6.80000,815.93721,13,0.39269,1,271.33884,112.61983,1262.24793,None,None,None,None,None,None,None,-10921639,271.33884,223,88,635,32832,133.50016,1.24032,0.01080,0.04342
ID216,216,0,-1,4.31935,3.84528,6.80000,878.70161,14,0.39269,1,322.91736,105.20661,938.91736,None,None,None,None,None,None,None,-10921639,322.91736,276,105,659,39073,139.29780,1.33154,0.09962,0.42002
ID430,430,1,-1,3.49411,6.61949,2.20000,878.70161,14,0.39269,1,273.84298,47.96694,171.34711,None,None,None,None,None,None,None,-10921639,273.84298,201,28,1010,33135,203.96225,1.00919,0.13977,0.32930
ID436,436,1,-1,3.58190,6.51414,2.00000,941.46601,15,0.39269,1,280.35537,60.52066,178.72727,None,None,None,None,None,None,None,-10921639,280.35537,216,69,1037,33923,196.00582,1.01233,0.13708,0.34487
ID207,207,0,-1,3.98574,3.59946,6.80000,941.46601,15,0.39269,1,373.29752,93.23140,716.81818,None,None,None,None,None,None,None,-10921639,373.29752,354,109,726,45169,165.21535,1.00231,0.17478,0.67231
ID201,201,0,-1,3.35364,3.59946,7.00000,1004.23041,16,0.39269,1,407.09091,88.80165,596.65289,None,None,None,None,None,None,None,-10921639,407.09091,407,159,686,49258,131.71079,1.00235,0.20488,1.05115
ID442,442,1,-1,3.56434,6.56682,2.00000,1004.23041,16,0.39269,1,255.16529,63.56198,174.92562,None,None,None,None,None,None,None,-10921639,255.16529,192,35,885,30875,179.33903,1.01231,0.13211,0.33207
ID192,192,0,-1,3.02003,3.44143,6.60000,1066.99481,17,0.39269,1,434.76860,82.18182,505.06612,None,None,None,None,None,None,None,-10921639,434.76860,432,148,783,52607,155.60895,1.00361,0.23255,1.05430
ID448,448,1,-1,3.56434,6.63705,2.00000,1066.99481,17,0.39269,1,254.88430,54.23140,175.47107,None,None,None,None,None,None,None,-10921639,254.88430,189,37,999,30841,185.09363,1.34019,0.13724,0.33235
ID454,454,1,-1,3.59946,6.72484,2.00000,1129.75921,18,0.39269,1,186.47107,52.16529,169.23140,None,None,None,None,None,None,None,-10921639,186.47107,147,9,676,22563,127.82958,1.35012,0.01188,0.03425
ID186,186,0,-1,2.98492,3.44143,6.80000,1129.75921,18,0.39269,1,417.50413,81.47934,439.20661,None,None,None,None,None,None,None,-10921639,417.50413,418,74,747,50518,141.31868,1.00544,0.20834,1.01876
ID180,180,0,-1,2.80933,3.33608,6.80000,1192.52361,19,0.39269,1,447.96694,75.05785,377.58678,None,None,None,None,None,None,None,-10921639,447.96694,419,184,912,54204,177.46690,1.00566,0.23044,0.94550
ID463,463,1,-1,3.54678,6.65461,2.00000,1192.52361,19,0.39269,1,256.95868,59.41322,168.43802,None,None,None,None,None,None,None,-10921639,256.95868,199,38,988,31092,196.94743,1.00509,0.13934,0.31912
ID469,469,1,-1,3.59946,6.60193,2.00000,1255.28801,20,0.39269,1,219.19008,55.72727,177.00826,None,None,None,None,None,None,None,-10921639,219.19008,170,35,888,26522,154.90300,1.01518,0.05156,0.13877
ID174,174,0,-1,2.77422,3.31853,6.40000,1255.28801,20,0.39269,1,473.92562,78.32231,354.19008,None,None,None,None,None,None,None,-10921639,473.92562,482,149,819,57345,157.50107,1.00576,0.26880,1.27495
ID162,162,0,-1,2.82689,3.35364,6.40000,1318.05241,21,0.39269,1,484.33058,71.33884,308.32231,None,None,None,None,None,None,None,-10921639,484.33058,492,225,851,58604,152.31226,1.00145,0.26522,1.33313
ID475,475,1,-1,3.58190,6.54926,2.00000,1318.05241,21,0.39269,1,241.08264,57.02479,179.69421,None,None,None,None,None,None,None,-10921639,241.08264,187,28,919,29171,166.54787,1.49223,0.08518,0.22723
ID481,481,1,-1,3.52923,6.49658,2.00000,1380.81681,22,0.39269,1,332.47107,61.09091,186.90083,None,None,None,None,None,None,None,-10921639,332.47107,269,70,1071,40229,220.67661,0.99967,0.17224,0.44273
ID156,156,0,-1,2.72154,3.30097,6.40000,1380.81681,22,0.39269,1,477.11570,78.40496,283.98347,None,None,None,None,None,None,None,-10921639,477.11570,481,187,880,57731,169.93524,1.00075,0.24459,1.10352
ID146,146,0,-1,2.58108,3.23073,6.40000,1443.58121,23,0.39269,1,453.05785,80.04132,257.35537,None,None,None,None,None,None,None,-10921639,453.05785,412,136,858,54820,184.76964,1.00316,0.22962,0.91577
ID490,490,1,-1,3.49411,6.49658,2.00000,1443.58121,23,0.39269,1,302.16529,67.72727,178.17355,None,None,None,None,None,None,None,-10921639,302.16529,225,32,968,36562,212.72374,0.99588,0.15216,0.37519
ID496,496,1,-1,3.47655,6.61949,1.80000,1506.34561,24,0.39269,1,259.44628,64.42149,168.14876,None,None,None,None,None,None,None,-10921639,259.44628,236,65,720,31393,152.50639,1.00640,0.09349,0.29090
ID140,140,0,-1,2.56352,3.31853,6.00000,1506.34561,24,0.39269,1,445.28926,73.35537,223.64463,None,None,None,None,None,None,None,-10921639,445.28926,420,182,904,53880,179.33425,1.00096,0.22900,0.92532
ID134,134,0,-1,3.02003,3.16050,7.00000,1569.11001,25,0.39269,1,170.26446,67.53719,430.96694,None,None,None,None,None,None,None,-10921639,170.26446,168,90,283,20602,36.93683,0.07854,-0.02490,-0.23539
ID502,502,1,-1,2.77422,6.19809,1.60000,1569.11001,25,0.39269,1,197.22314,64.49587,172.67769,None,None,None,None,None,None,None,-10921639,197.22314,149,34,831,23864,135.66604,1.33217,0.04910,0.13606
ID122,122,0,-1,3.09027,3.16050,7.20000,1631.87441,26,0.39269,1,467.23140,70.32231,387.68595,None,None,None,None,None,None,None,-10921639,467.23140,440,155,945,56535,166.82385,1.00245,0.24597,1.10579
ID508,508,1,-1,2.73910,6.21565,1.80000,1631.87441,26,0.39269,1,156.26446,70.90909,160.64463,None,None,None,None,None,None,None,-10921639,156.26446,146,38,423,18908,71.56719,1.49223,0.02178,0.09306
ID49,49,0,-1,3.09027,3.16050,7.00000,1694.63881,27,0.39269,1,510.62810,72.52893,405.80165,None,None,None,None,None,None,None,-10921639,510.62810,479,132,944,61786,168.52350,1.00205,0.28691,1.35104
ID514,514,1,-1,2.63375,6.26833,1.60000,1694.63881,27,0.39269,1,101.47107,70.61983,158.35537,None,None,None,None,None,None,None,-10921639,101.47107,98,16,197,12278,42.11533,1.49223,-0.05390,-0.27455
ID1,1,0,-1,3.56434,3.03759,7.00000,1757.40321,28,0.39269,1,393.94215,77.23140,425.42149,None,None,None,None,None,None,None,-10921639,393.94215,327,131,944,47667,203.78307,1.28021,0.15850,0.52897
ID520,520,1,-1,2.72154,6.19809,1.60000,1757.40321,28,0.39269,1,103.26446,65.26446,164.16529,None,None,None,None,None,None,None,-10921639,103.26446,91,10,305,12495,54.49308,1.49223,-0.08164,-0.33690
